Data, Hora, Municipio, Nro da Ocorrencia, Tipo de Via, Tipo Logradouro, Logradouro, KM, Natureza Ocorrencia, Tipo Ocorrencia, Historico, Teor Alcoolico, Falecimento Posterior, Ocorrencia Falecimento, Motorista Embriagado, Pedestre Embriagado, Veiculo Fugou, Motorista sem CNH
"13/08/2011","06:50","Carazinho","6035","Federal","Rodovia","BR 386","186,3","Colisão","Lesão Corporal Culposa","","","16/08/2011","6096","","","",""
"07/08/2011","22:10","Carazinho","5833","Estadual","Rodovia","RS 030","","Colisão","Homicídio De Trânsito","","","","","","","",""
"01/08/2011","01:50","Carazinho","5652","Federal","Rodovia","BR 386","148,7","Colisão","Homicídio De Trânsito","","","","","","","",""
"30/06/2011","20:30","Carazinho","4905","Federal","Rodovia","BR 386","173,3","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"13/01/2011","17:30","Carazinho","324","Municipal","Rua","ANTONIO VARGAS","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"10/01/2011","07:55","Carazinho","204","Federal","Rodovia","BR 386","174,3","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"02/03/2011","10:40","Carazinho","1640 / 962508","Municipal","Avenida","FLORES DA CUNHA","","Atropelamento","Lesão De Trânsito","","","18/03/2011","2057","","","",""
"02/01/2011","15:00","Carazinho","1503","Federal","Rodovia","BR 285","323,2","Tombamento","Homicídio De Trânsito","","","21/01/2011","1503","","","",""
"08/05/2011","03:15","Carlos Barbosa","844 / 285978","Municipal","Rua","BUARQUE DE MACEDO","3957","Capotagem","Lesão De Trânsito","","","23/05/2011","5801","","","",""
"08/04/2011","04:25","Carlos Barbosa","638","Estadual","Rodovia","RS 470","232","Colisão","Homicídio De Trânsito","","","","","","","",""
"07/01/2011","18:00","Carlos Barbosa","48","Estadual","Rodovia","RS 446","6","Colisão","Homicídio De Trânsito","","","07/01/2011","","NÃO INF.","NÃO INF.","N","NÃO INF."
"16/09/2011","14:15","Carlos Barbosa","1668 / 766971","Municipal","Rua","VINTE CINCO DE SETEMBRO","250","Atropelamento","Lesão De Trânsito","","","23/09/2011","10420","","","",""
"08/08/2011","16:00","Carlos Barbosa","1372","Estadual","Rodovia","RS 446","7","Colisão","Homicídio De Trânsito","","","","","","","",""
"03/08/2011","13:00","Carlos Barbosa","1348","Estadual","Rodovia","RS 446","8","Tombamento","Homicídio De Trânsito","","","","","","","",""
"20/06/2011","16:30","Carlos Barbosa","1075","Estadual","Rodovia","RS 446","12","Colisão","Homicídio De Trânsito","","","","","","","",""
"30/08/2011","11:40","Casca","829","Estadual","Rodovia","RS 324","158","Capotagem","Outros Acidentes","","","","","","","",""
"27/06/2011","15:30","Casca","622","Estadual","Rodovia","RS 324","39","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"28/05/2011","11:20","Casca","513","Estadual","Rodovia","RS 324","57","Colisão","Homicídio De Trânsito","","","28/05/2011","","","","",""
"14/01/2011","22:30","Casca","43","Estadual","Rodovia","RS 324","57","Capotagem","Outros Acidentes","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"06/03/2011","05:30","Casca","231","Estadual","Rodovia","RS 324","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"14/02/2011","05:35","Casca","148","Estadual","Rodovia","RS 324","41","Tombamento","Homicídio De Trânsito","","","","","","","",""
"29/10/2011","11:40","Casca","1056","Estadual","Rodovia","RS 324","57","Colisão","Homicídio De Trânsito","","","04/11/2011","22244","NÃO INF.","N","N","NÃO INF."
"20/11/2011","19:00","Caseiros","4213","Federal","Rodovia","BR 285","212,4","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","S"
"13/08/2011","21:00","Catuípe","7254","Estadual","Rodovia","RS 342","97","Colisão","Homicídio De Trânsito","","","","","","","",""
"15/03/2011","16:40","Caxias do Sul","9456","Estadual","Rodovia","RS 453","3","Atropelamento","Lesão De Trânsito","","","15/03/2011","9482","","","",""
"09/01/2011","04:00","Caxias do Sul","913","Federal","Rodovia","BR 116","146","Colisão","Homicídio De Trânsito","","0","","","N","NÃO INF.","N","NÃO INF."
"12/03/2011","15:20","Caxias do Sul","9062","Federal","Rodovia","BR 116","164,7","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"09/03/2011","03:45","Caxias do Sul","8487","Federal","Rodovia","BR 116","144","Choque Com Objeto Fixo","Falecimento","","","","","","","",""
"05/03/2011","19:50","Caxias do Sul","8140","Municipal","Avenida","PERIMETRAL BRUNO SEGALA","","Colisão","Lesão De Trânsito","","","08/03/2011","8474","","","",""
"07/02/2011","04:40","Caxias do Sul","4844","Municipal","Rua","MOREIRA CESAR","901","Choque Com Objeto Fixo","Lesão De Trânsito","","","07/02/2011","4896","","","",""
"27/12/2011","04:50","Caxias do Sul","45872","Federal","Rodovia","BR 116","152,5","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"20/12/2011","18:47","Caxias do Sul","45215","Municipal","Estrada","GIACOMETTI","","Capotagem","Homicídio De Trânsito","","","","","NÃO INF.","N","N","S"
"24/11/2011","07:55","Caxias do Sul","41800","Municipal","Avenida","BENJAMIN CUSTODIO DE OLIVEIRA","602","Atropelamento","Lesão De Trânsito","","","24/11/2011","41864","NÃO INF.","N","N","NÃO INF."
"12/11/2011","16:00","Caxias do Sul","40422","Municipal","Estrada","LINHA FAZENDA SOUZA","","Capotagem","Homicídio De Trânsito","","","12/11/2011","40422","NÃO INF.","N","N","NÃO INF."
"07/11/2011","14:10","Caxias do Sul","39702","Federal","Rodovia","BR 116","146,1","Atropelamento","Homicídio De Trânsito","","","07/11/2011","","N","N","N","NÃO INF."
"06/11/2011","06:30","Caxias do Sul","39476","Municipal","Rua","SINIMBU","2678","Choque Com Objeto Fixo","Homicídio De Trânsito","","","06/11/2011","","NÃO INF.","N","N","NÃO INF."
"05/11/2011","01:03","Caxias do Sul","39357","Federal","Rodovia","BR 116","148","Colisão","Homicídio De Trânsito","","","","","S","N","N","NÃO INF."
"29/10/2011","14:20","Caxias do Sul","38596","Estadual","Rodovia","RS 122","76","Colisão Lateral","Lesão De Trânsito","","","02/11/2011","39040","NÃO INF.","N","N","NÃO INF."
"26/10/2011","21:20","Caxias do Sul","38240","Estadual","Rodovia","RS 122","70","Outro","Lesão De Trânsito","","","26/10/2011","38245","NÃO INF.","N","N","NÃO INF."
"29/01/2011","14:00","Caxias do Sul","3805","Estadual","Rodovia","RS 122","75","Colisão","Homicídio De Trânsito","","","","","","","",""
"23/10/2011","04:30","Caxias do Sul","37761","Estadual","Rodovia","RS 122","3","Colisão","Homicídio De Trânsito","","","23/10/2011","7760/37761","NÃO INF.","N","N","S"
"21/10/2011","18:30","Caxias do Sul","37647","Estadual","Rodovia","RS 122","80","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"18/10/2011","16:37","Caxias do Sul","37275 / 590275","Municipal","Rua","SINIMBU","2019","Atropelamento","Lesão De Trânsito","","","18/10/2011","37272","NÃO INF.","NÃO INF.","N","NÃO INF."
"06/10/2011","18:00","Caxias do Sul","35771","Municipal","Rua","CAVALIERI AMBROSIO CIPOLLA","516","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"02/10/2011","06:20","Caxias do Sul","35191","Federal","Rodovia","BR 116","148,2","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"30/09/2011","00:20","Caxias do Sul","34886","Municipal","Rua","OS DEZOITO DO FORTE","2319","Atropelamento","Lesão De Trânsito","","","11/10/2011","36285","NÃO INF.","N","S","NÃO INF."
"19/09/2011","15:00","Caxias do Sul","33769","Estadual","Rodovia","RS 453","154","Colisão","Homicídio De Trânsito","","","","","","","",""
"28/08/2011","05:30","Caxias do Sul","30905","Estadual","Rodovia","RS 453","3","Atropelamento","Lesão De Trânsito","","","28/08/2011","30918","NÃO INF.","NÃO INF.","S","NÃO INF."
"24/08/2011","18:55","Caxias do Sul","30549","Municipal","Avenida","RIO BRANCO","4889","Colisão","Homicídio De Trânsito","","","","","","","",""
"24/08/2011","05:55","Caxias do Sul","30471","Federal","Rodovia","BR 116","149,1","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"23/08/2011","20:15","Caxias do Sul","30438","Estadual","Rodovia","RS 453","142","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"21/08/2011","04:00","Caxias do Sul","29934","Estadual","Rodovia","RS 122","68","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"20/08/2011","18:35","Caxias do Sul","29923","Federal","Rodovia","BR 116","149,6","Atropelamento","Homicídio De Trânsito","","0","","","N","NÃO INF.","N","NÃO INF."
"15/08/2011","18:45","Caxias do Sul","29242","Estadual","Rodovia","RS 453","150","Tombamento","Homicídio De Trânsito","","","","","","","",""
"11/08/2011","17:29","Caxias do Sul","28780","Municipal","Avenida","RUBEM BENTO ALVES","3947","Colisão","Homicídio De Trânsito","","","","","","","",""
"23/01/2011","10:40","Caxias do Sul","2846","Municipal","Estrada","LINHA FAZENDA SOUZA","","Choque Com Objeto Fixo","Lesão De Trânsito","","","23/01/2011","2834","","","",""
"09/08/2011","11:15","Caxias do Sul","28444","Municipal","Avenida","RIO BRANCO","","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"05/08/2011","20:50","Caxias do Sul","28042","Estadual","Rodovia","RS 122","86","Colisão Lateral","Homicídio De Trânsito","","","","","","","",""
"09/07/2011","05:30","Caxias do Sul","24747","Estadual","Rodovia","RS 453","4","Colisão","Homicídio De Trânsito","","","","","","","",""
"16/06/2011","13:20","Caxias do Sul","22063","Municipal","Avenida","ROSSETI","175","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"12/06/2011","22:05","Caxias do Sul","21507","Estadual","Rodovia","RS 122","66","Atropelamento","Homicídio De Trânsito","","","12/06/2011","","","","",""
"11/06/2011","00:05","Caxias do Sul","21342","Municipal","Rua","MOREIRA CESAR","","Tombamento","Lesão De Trânsito","","","11/06/2011","21346","","","",""
"08/06/2011","20:10","Caxias do Sul","20971","Estadual","Rodovia","RS 122","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"05/06/2011","01:00","Caxias do Sul","20478","Municipal","Avenida","MADRE BARBARA","13","Atropelamento","Homicídio De Trânsito","","","","20682","","","",""
"04/06/2011","15:00","Caxias do Sul","20463","Federal","Rodovia","BR 116","150,8","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"29/05/2011","15:45","Caxias do Sul","19630","Estadual","Rodovia","RS 453","1","Colisão Lateral","Lesão Corporal Culposa","","","29/05/2011","19657","","","",""
"24/05/2011","18:00","Caxias do Sul","19119","Estadual","Rodovia","RS 453","161","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"20/05/2011","13:15","Caxias do Sul","19004","Federal","Rodovia","BR 116","147,5","Colisão","Homicídio De Trânsito","","","20/05/2011","18583","","","",""
"22/05/2011","22:10","Caxias do Sul","18795","Estadual","Rodovia","RS 122","88","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"19/11/2011","16:15","Caxias do Sul","1796","Estadual","Rodovia","RS 315","","Tombamento","Lesão De Trânsito","","","20/11/2011","41308","NÃO INF.","N","N","NÃO INF."
"07/05/2011","19:00","Caxias do Sul","16683","Estadual","Rodovia","RS 453","160","Capotagem","Homicídio De Trânsito","","","","","","","",""
"03/05/2011","08:33","Caxias do Sul","15919","Estadual","Rodovia","RS 453","76","Colisão","Homicídio De Trânsito","","","","","","","",""
"28/04/2011","15:45","Caxias do Sul","15257","Estadual","Rodovia","RS 122","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"24/04/2011","17:15","Caxias do Sul","14675","Municipal","Avenida","SALGADO FILHO","2977","Colisão","Homicídio De Trânsito","","","","","","","",""
"03/01/2011","07:05","Caxias do Sul","136","Municipal","Rua","DARCY NARCIZO DE OLIVEIRA","324","Colisão","Falecimento","","","03/01/2011","245","","","",""
"05/04/2011","13:00","Caxias do Sul","12158","Municipal","Travessa","SANTO ANTONIO","11947","Atropelamento","Homicídio De Trânsito","","","05/04/2011","","","","",""
"03/04/2011","03:00","Caxias do Sul","11935","Estadual","Rodovia","RS 122","85","Choque Com Objeto Fixo","Lesão De Trânsito","","","07/04/2011","12468","","","",""
"02/01/2011","16:05","Caxias do Sul","117","Federal","Rodovia","BR 116","144,1","Choque Com Objeto Fixo","Lesão De Trânsito","","","02/01/2011","94","","","",""
"24/03/2011","16:00","Caxias do Sul","10735","Estadual","Rodovia","RS 122","79","Colisão","Homicídio De Trânsito","","","25/03/2011","55 e 13442","","","",""
"09/04/2011","04:30","Cerrito","332","Municipal","Rua","CORONEL GENES BENTO","","Não Informado","Homicídio De Trânsito","","","","","","","",""
"10/12/2011","10:00","Cerrito","1226","Municipal","Estrada","MARMELEIRO","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"17/10/2011","03:50","Cerro Grande do Sul","828","Municipal","Rua","ARTHUR EMILIO JENISCH","820","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"16/10/2011","23:45","Cerro Grande do Sul","826","Municipal","Estrada","DOS PESSEGUEIROS","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"21/04/2011","19:15","Cerro Grande do Sul","291","Municipal","Estrada","DO IPE","","Colisão Lateral","Homicídio De Trânsito","","","21/04/2011","","","","",""
"21/04/2011","01:00","Cerro Grande do Sul","290","Municipal","Estrada","BRAZINO","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"23/03/2011","12:20","Cerro Grande do Sul","199","Municipal","Estrada","LINHA PESSEGUEIROS","","Colisão","Homicídio De Trânsito","","","","","","","",""
"06/09/2011","10:38","Charqueadas","2493","Municipal","Rua","BUENOS AIRES","23","Atropelamento","Homicídio De Trânsito","","","06/09/2011","1215","","","",""
"31/08/2011","19:10","Charqueadas","2421","Municipal","Avenida","PERIMETRAL LESTE","871","Colisão Lateral","Homicídio De Trânsito","","","31/08/2011","","","","",""
"16/04/2011","20:00","Charqueadas","1126 / 811525","Estadual","Rodovia","RS 736","15","Colisão","Lesão De Trânsito","","","17/04/2011","1049","","","",""
"22/04/2011","04:10","Charqueadas","1082","Estadual","Rodovia","RS 401","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"07/11/2011","18:45","Chiapetta","419","Estadual","Rodovia","RS 540","","Capotagem","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"31/05/2011","18:24","Chuvisca","4397","Estadual","Rodovia","RS 350","20","Colisão","Homicídio De Trânsito","","","","","","","",""
"21/05/2011","18:40","Chuvisca","4096","Estadual","Rodovia","RS 350","12","Colisão","Homicídio De Trânsito","","","","","","","",""
"28/11/2011","00:05","Cidreira","910","Estadual","Rodovia","","43","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"17/02/2011","20:15","Cidreira","881","Municipal","Avenida","PODALIRIO MACHADO","2026","Atropelamento","Homicídio De Trânsito","","1,29","17/02/2011","","S","NÃO INF.","N","NÃO INF."
"24/01/2011","21:30","Cidreira","475","Estadual","Rodovia","RS 784","1","Colisão","Lesão Corporal Culposa","","","25/01/2011","101","","","",""
"11/01/2011","00:10","Cidreira","189","Estadual","Rodovia","RS 784","4","Tombamento","Homicídio De Trânsito","","","11/01/2011","","NÃO INF.","NÃO INF.","N","NÃO INF."
"02/04/2011","20:00","Cidreira","1450","Municipal","Avenida","FAUSTO BORBA PRATES","2503","Tombamento","Lesão Corporal Seguida De Morte","","","05/04/2011","400","","","",""
"06/12/2011","23:15","Cidreira","1214","Estadual","Rodovia","RS 784","5","Capotagem","Falecimento","","","","1214","S","NÃO INF.","N","NÃO INF."
"17/09/2011","00:05","Ciríaco","448","Federal","Rodovia","BR 285","254,7","Colisão","Lesão Corporal Seguida De Morte","","","","","","","",""
"12/06/2011","03:30","Colinas","6029","Estadual","Rodovia","RS 129","42","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","","","",""
"03/04/2011","20:40","Constantina","282","Municipal","Estrada","LINHA BOFANTI","","Atropelamento","Homicídio De Trânsito","","","","","","","",""
"04/12/2011","10:35","Constantina","1002","Estadual","Rodovia","RS 143","26","Capotagem","Fato, Em Tese, Atípico","","","","","","","",""
"01/10/2011","16:15","Coronel Barros","8812","Municipal","Rua","DOS IMIGRANTES","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","01/10/2011","","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"29/01/2011","10:00","Coronel Bicaco","69","Estadual","Rodovia","RS 317","38","Choque Com Objeto Fixo","Homicídio De Trânsito","","","29/01/2011","","","","",""
"20/02/2011","18:45","Coronel Bicaco","124","Federal","Rodovia","BR 468","50,3","Não Informado","Lesão Corporal Culposa","","","05/03/2011","2026","","","",""
"12/11/2011","16:15","Coronel Pilar","2780","Estadual","Rodovia","RS 386","9","Tombamento","Homicídio De Trânsito","","","12/11/2011","","NÃO INF.","N","N","S"
"24/05/2011","10:15","Cotiporã","88","Estadual","Rodovia","RS 359","","Outro","Homicídio De Trânsito","","","24/05/2011","","","","",""
